Column Name,Description in Plain English,Logic / Formula,Source Table(s)
Buyer NP,Human-readable name of the Buyer Network Participant (BAP) platform.,"analytics_insight.retail_funnel_bv.""Buyer NP""",analytics_insight.retail_funnel_bv
Call Type,Whether buyer and seller are on the same NP platform ('Intra NP') or different platforms ('Inter NP').,"analytics_insight.retail_funnel_bv.""Call Type""",analytics_insight.retail_funnel_bv
error_category,"Business classification of the error encountered in the transaction (Logistics, Merchant Not Available, Inventory, Others).","analytics_insight.retail_funnel_bv.""error_category""",analytics_insight.retail_funnel_bv
provider_key,Composite unique key (bpp_id + provider_id) to globally identify a specific seller across the network.,"analytics_insight.retail_funnel_bv.""provider_key""",analytics_insight.retail_funnel_bv
Select,"Binary flag (1/0) indicating the transaction initiated a /select API call, marking funnel entry.","analytics_insight.retail_funnel_bv.""Select""",analytics_insight.retail_funnel_bv
on_select,Binary flag (1/0) indicating the BPP returned an /on_select response (funnel step 2 reached).,"analytics_insight.retail_funnel_bv.""on_select""",analytics_insight.retail_funnel_bv
Init,Binary flag (1/0) indicating the buyer sent an /init API call to begin order initialisation (step 3 reached).,"analytics_insight.retail_funnel_bv.""Init""",analytics_insight.retail_funnel_bv
on_init,Binary flag (1/0) indicating the BPP returned an /on_init response with order terms (step 4 reached).,"analytics_insight.retail_funnel_bv.""on_init""",analytics_insight.retail_funnel_bv
Confirm_,Binary flag (1/0) indicating the buyer sent a /confirm request to place the order (step 5 reached).,"analytics_insight.retail_funnel_bv.""Confirm_""",analytics_insight.retail_funnel_bv
on_confirm,Binary flag (1/0) indicating the BPP returned an /on_confirm acknowledgement (step 6 reached).,"analytics_insight.retail_funnel_bv.""on_confirm""",analytics_insight.retail_funnel_bv
Confirm,Binary flag (1/0) indicating a clean successful order confirmation: reached on_confirm with no error recorded at that step.,"analytics_insight.retail_funnel_bv.""Confirm""",analytics_insight.retail_funnel_bv
Select to Delivered,Binary flag (1/0) indicating the transaction entered at Select and the order was ultimately Delivered.,"analytics_insight.retail_funnel_bv.""Select to Delivered""",analytics_insight.retail_funnel_bv
Select to Cancelled,Binary flag (1/0) indicating the transaction entered at Select but the order was ultimately Cancelled.,"analytics_insight.retail_funnel_bv.""Select to Cancelled""",analytics_insight.retail_funnel_bv
Confirm to inprocess,Binary flag (1/0) indicating a confirmed order whose current status is In Process (fulfillment started).,"analytics_insight.retail_funnel_bv.""Confirm to inprocess""",analytics_insight.retail_funnel_bv
Confirm to Delivered,Binary flag (1/0) indicating a confirmed order that reached Delivered status.,"analytics_insight.retail_funnel_bv.""Confirm to Delivered""",analytics_insight.retail_funnel_bv
In Process,Binary flag (1/0) indicating a confirmed order currently in the In Process fulfillment stage.,"analytics_insight.retail_funnel_bv.""In Process""",analytics_insight.retail_funnel_bv
On_Select Error,Binary flag (1/0) indicating the transaction encountered an error at or before the on_select step (step ≤ 2).,"analytics_insight.retail_funnel_bv.""On_Select Error""",analytics_insight.retail_funnel_bv
On_Confirm Error,Binary flag (1/0) indicating the transaction encountered an error at the Confirm or on_confirm step (steps 5–6).,"analytics_insight.retail_funnel_bv.""On_Confirm Error""",analytics_insight.retail_funnel_bv
Drop not due to Error (Select-Init) absolute,Binary flag (1/0): transaction stalled at on_select without progressing to Init and with no error present (organic/non-error drop).,"analytics_insight.retail_funnel_bv.""Drop not due to Error (Select-Init) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (Select-Init) (logistics) absolute,Binary flag (1/0): transaction dropped between Select and Init specifically due to a Logistics-category error.,"analytics_insight.retail_funnel_bv.""Drop due to Error (Select-Init) (logistics) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (Select-Init) (merchant) absolute,Binary flag (1/0): transaction dropped between Select and Init due to a Merchant Not Available error.,"analytics_insight.retail_funnel_bv.""Drop due to Error (Select-Init) (merchant) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (Select-Init) (inventory) absolute,Binary flag (1/0): transaction dropped between Select and Init due to an Inventory error.,"analytics_insight.retail_funnel_bv.""Drop due to Error (Select-Init) (inventory) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (Select-Init) (others) absolute,Binary flag (1/0): transaction dropped between Select and Init due to an Others-category error.,"analytics_insight.retail_funnel_bv.""Drop due to Error (Select-Init) (others) absolute""",analytics_insight.retail_funnel_bv
Drop not due to Error (Init-Confirm) absolute,Binary flag (1/0): transaction stalled at on_init without progressing to Confirm and with no error present (organic drop).,"analytics_insight.retail_funnel_bv.""Drop not due to Error (Init-Confirm) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (Init-Confirm) (logistics) absolute,Binary flag (1/0): transaction dropped between Init and Confirm due to a Logistics error occurring at the furthest step reached.,"analytics_insight.retail_funnel_bv.""Drop due to Error (Init-Confirm) (logistics) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (Init-Confirm) (merchant) absolute,Binary flag (1/0): transaction dropped between Init and Confirm due to a Merchant Not Available error at the furthest step reached.,"analytics_insight.retail_funnel_bv.""Drop due to Error (Init-Confirm) (merchant) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (Confirm-on_confirm) (logistics) absolute,Binary flag (1/0): transaction dropped between Confirm and on_confirm due to a Logistics error at the furthest step reached.,"analytics_insight.retail_funnel_bv.""Drop due to Error (Confirm-on_confirm) (logistics) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (select-Confirm) (others) absolute,Binary flag (1/0): transaction dropped anywhere in the Select-to-Confirm funnel due to an Others-category error at the furthest step reached.,"analytics_insight.retail_funnel_bv.""Drop due to Error (select-Confirm) (others) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (select-Confirm) (logistics) absolute,Binary flag (1/0): transaction dropped anywhere in the Select-to-Confirm funnel due to a Logistics error at the furthest step reached.,"analytics_insight.retail_funnel_bv.""Drop due to Error (select-Confirm) (logistics) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (select-Confirm) (merchant) absolute,Binary flag (1/0): transaction dropped anywhere in the Select-to-Confirm funnel due to a Merchant Not Available error at the furthest step reached.,"analytics_insight.retail_funnel_bv.""Drop due to Error (select-Confirm) (merchant) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (Select-Confirm) (inventory) absolute,Binary flag (1/0): transaction dropped anywhere in the Select-to-Confirm funnel due to an Inventory error at the furthest step reached.,"analytics_insight.retail_funnel_bv.""Drop due to Error (Select-Confirm) (inventory) absolute""",analytics_insight.retail_funnel_bv
Drop due to Error (Init-Confirm) (inventory) absolute,Binary flag (1/0): transaction dropped between Init and Confirm due to an Inventory error at the furthest step reached.,"analytics_insight.retail_funnel_bv.""Drop due to Error (Init-Confirm) (inventory) absolute""",analytics_insight.retail_funnel_bv
Drop not due to Error (Select-Confirm) absolute,Binary flag (1/0): transaction dropped somewhere in the full Select-to-Confirm funnel with no error present (organic non-error drop across any pre-confirm step).,"analytics_insight.retail_funnel_bv.""Drop not due to Error (Select-Confirm) absolute""",analytics_insight.retail_funnel_bv
Cancelled (Select - Seller),Binary flag (1/0) indicating a post-confirm order that was cancelled by the Seller.,"analytics_insight.retail_funnel_bv.""Cancelled (Select - Seller)""",analytics_insight.retail_funnel_bv
Cancelled (Select - Buyer),Binary flag (1/0) indicating a post-confirm order that was cancelled by the Buyer.,"analytics_insight.retail_funnel_bv.""Cancelled (Select - Buyer)""",analytics_insight.retail_funnel_bv
Cancelled (Select - Logistics),Binary flag (1/0) indicating a post-confirm order that was cancelled due to a Logistics issue.,"analytics_insight.retail_funnel_bv.""Cancelled (Select - Logistics)""",analytics_insight.retail_funnel_bv
Seller State,"Indian state derived from the seller's PIN code, used for geographic segmentation.","analytics_insight.retail_funnel_bv.""Seller State""",analytics_insight.retail_funnel_bv
Delivery State,"Indian state derived from the delivery PIN code, used for geographic segmentation.","analytics_insight.retail_funnel_bv.""Delivery State""",analytics_insight.retail_funnel_bv
Seller City,City derived from the seller's PIN code.,"analytics_insight.retail_funnel_bv.""Seller City""",analytics_insight.retail_funnel_bv
Delivery City,City derived from the delivery PIN code.,"analytics_insight.retail_funnel_bv.""Delivery City""",analytics_insight.retail_funnel_bv
Seller Tier,Tier classification (Tier 1/2/3) of the seller's city based on population or market size.,"analytics_insight.retail_funnel_bv.""Seller Tier""",analytics_insight.retail_funnel_bv
Delivery Tier,Tier classification (Tier 1/2/3) of the delivery destination city.,"analytics_insight.retail_funnel_bv.""Delivery Tier""",analytics_insight.retail_funnel_bv
Seller Zone,"Broad geographic zone (e.g., North, South, East, West) of the seller's location.","analytics_insight.retail_funnel_bv.""Seller Zone""",analytics_insight.retail_funnel_bv
Delivery Zone,Broad geographic zone of the delivery destination.,"analytics_insight.retail_funnel_bv.""Delivery Zone""",analytics_insight.retail_funnel_bv
"▼ retail_funnel_v2   (base table, 77 cols)",,,analytics_insight.retail_funnel_v2
bpp_id,Unique identifier of the Beckn Provider Platform (seller-side network participant) involved in the transaction.,"analytics_insight.retail_funnel_v2.""bpp_id""",analytics_insight.retail_funnel_v2
bap_id,Unique identifier of the Beckn Application Platform (buyer-side network participant) that originated the transaction.,"analytics_insight.retail_funnel_v2.""bap_id""",analytics_insight.retail_funnel_v2
domain,"ONDC sector/vertical of the transaction (e.g., retail grocery, F&B, fashion).","analytics_insight.retail_funnel_v2.""domain""",analytics_insight.retail_funnel_v2
transaction_id,Unique end-to-end ONDC session identifier linking all API calls for a single buyer journey.,"analytics_insight.retail_funnel_v2.""transaction_id""",analytics_insight.retail_funnel_v2
provider_id,Unique identifier of the merchant or seller as registered on the BPP.,"analytics_insight.retail_funnel_v2.""provider_id""",analytics_insight.retail_funnel_v2
order_status,"Final or current lifecycle state of the order (e.g., Created, Accepted, Cancelled, Completed).","analytics_insight.retail_funnel_v2.""order_status""",analytics_insight.retail_funnel_v2
cancellation_type,"Indicates who initiated cancellation — buyer, seller, or system — and the reason category.","analytics_insight.retail_funnel_v2.""cancellation_type""",analytics_insight.retail_funnel_v2
seller_pincode,Indian postal code of the seller's store or fulfilment location.,"analytics_insight.retail_funnel_v2.""seller_pincode""",analytics_insight.retail_funnel_v2
provider_name,Brand or merchant name of the seller as published on the BPP catalog.,"analytics_insight.retail_funnel_v2.""provider_name""",analytics_insight.retail_funnel_v2
delivery_pincode,Indian postal code of the buyer's requested delivery address.,"analytics_insight.retail_funnel_v2.""delivery_pincode""",analytics_insight.retail_funnel_v2
is_error,Flag indicating whether the transaction encountered at least one ONDC protocol error.,"analytics_insight.retail_funnel_v2.""is_error""",analytics_insight.retail_funnel_v2
error_code,ONDC-standard error code returned at the failing stage of the transaction.,"analytics_insight.retail_funnel_v2.""error_code""",analytics_insight.retail_funnel_v2
txn_timestamp,Timestamp of the primary transaction event captured in the funnel.,"analytics_insight.retail_funnel_v2.""txn_timestamp""",analytics_insight.retail_funnel_v2
first_seen_date,Date the transaction was first ingested into the data warehouse.,"analytics_insight.retail_funnel_v2.""first_seen_date""",analytics_insight.retail_funnel_v2
hour_of_day,Hour of day (0–23) extracted from the transaction timestamp for time-of-day analysis.,"analytics_insight.retail_funnel_v2.""hour_of_day""",analytics_insight.retail_funnel_v2
min_trans_type_sp,Numeric code of the earliest transaction stage reached on the seller platform in this session.,"analytics_insight.retail_funnel_v2.""min_trans_type_sp""",analytics_insight.retail_funnel_v2
max_trans_type_sp,Numeric code of the furthest transaction stage reached on the seller platform in this session.,"analytics_insight.retail_funnel_v2.""max_trans_type_sp""",analytics_insight.retail_funnel_v2
max_error_trans_type_sp,Numeric code of the transaction stage at which the most downstream error occurred on the seller platform.,"analytics_insight.retail_funnel_v2.""max_error_trans_type_sp""",analytics_insight.retail_funnel_v2
end_trans_type,"Final ONDC API stage at which the transaction terminated (e.g., search, select, init, confirm).","analytics_insight.retail_funnel_v2.""end_trans_type""",analytics_insight.retail_funnel_v2
dropped_due_to_error,Binary flag (1/0) indicating the transaction was abandoned because of an error rather than buyer intent.,"analytics_insight.retail_funnel_v2.""dropped_due_to_error""",analytics_insight.retail_funnel_v2
qsr,Flag indicating whether the provider is classified as a Quick Service Restaurant.,"analytics_insight.retail_funnel_v2.""qsr""",analytics_insight.retail_funnel_v2
error_type_flag,"Categorical label classifying the root-cause error type (e.g., inventory, serviceability, logistics, merchant).","analytics_insight.retail_funnel_v2.""error_type_flag""",analytics_insight.retail_funnel_v2
error_context_ts_ist,Timestamp in IST at which the error context was recorded or the error event occurred.,"analytics_insight.retail_funnel_v2.""error_context_ts_ist""",analytics_insight.retail_funnel_v2
provider_location_id,Unique identifier of the seller's specific physical store or outlet on the BPP.,"analytics_insight.retail_funnel_v2.""provider_location_id""",analytics_insight.retail_funnel_v2
provider_order_timings,Operating hours or order-acceptance window as configured by the provider in their catalog.,"analytics_insight.retail_funnel_v2.""provider_order_timings""",analytics_insight.retail_funnel_v2
provider_last_on_search_type,Search event type during which the provider was last observed as active on the network.,"analytics_insight.retail_funnel_v2.""provider_last_on_search_type""",analytics_insight.retail_funnel_v2
provider_last_status_on_search_id,Search session ID associated with the provider's most recent known status event.,"analytics_insight.retail_funnel_v2.""provider_last_status_on_search_id""",analytics_insight.retail_funnel_v2
provider_last_status_timestamp,Timestamp of the provider's most recent availability or operational status update on the network.,"analytics_insight.retail_funnel_v2.""provider_last_status_timestamp""",analytics_insight.retail_funnel_v2
provider_last_status,"Most recent operational status of the provider as seen on the network (e.g., enabled, disabled).","analytics_insight.retail_funnel_v2.""provider_last_status""",analytics_insight.retail_funnel_v2
error_store_timing_flag,Flag indicating whether the error coincides with the store being outside its configured operating hours.,"analytics_insight.retail_funnel_v2.""error_store_timing_flag""",analytics_insight.retail_funnel_v2
buyer_attributed_merchant_error,Binary flag (1/0) indicating a merchant-category error where buyer behavior is the root cause.,"analytics_insight.retail_funnel_v2.""buyer_attributed_merchant_error""",analytics_insight.retail_funnel_v2
seller_attributed_merchant_error,Binary flag (1/0) indicating a merchant-category error where the seller or provider is the root cause.,"analytics_insight.retail_funnel_v2.""seller_attributed_merchant_error""",analytics_insight.retail_funnel_v2
store_error_diff_mins,"Minutes elapsed between the store's last status update and the error occurrence, used to assess staleness.","analytics_insight.retail_funnel_v2.""store_error_diff_mins""",analytics_insight.retail_funnel_v2
store_error_diff_hours,Hours elapsed between the store's last status update and the error occurrence.,"analytics_insight.retail_funnel_v2.""store_error_diff_hours""",analytics_insight.retail_funnel_v2
store_error_recency_flag,Categorical label classifying how recent the store's last status change was relative to when the error occurred.,"analytics_insight.retail_funnel_v2.""store_error_recency_flag""",analytics_insight.retail_funnel_v2
pc_item_name,Name of the catalog item involved in or relevant to the transaction error.,"analytics_insight.retail_funnel_v2.""pc_item_name""",analytics_insight.retail_funnel_v2
item_id,Unique identifier of the catalog item on the BPP.,"analytics_insight.retail_funnel_v2.""item_id""",analytics_insight.retail_funnel_v2
item_type,"Classification of the catalog entry (e.g., item, variant, customisation).","analytics_insight.retail_funnel_v2.""item_type""",analytics_insight.retail_funnel_v2
custom_menu_name,Name of the custom menu section or category grouping the item on the seller's catalog.,"analytics_insight.retail_funnel_v2.""custom_menu_name""",analytics_insight.retail_funnel_v2
custom_menu_id,Unique identifier of the custom menu or category the item belongs to.,"analytics_insight.retail_funnel_v2.""custom_menu_id""",analytics_insight.retail_funnel_v2
pc_item_label,"Display label or badge associated with the item in the product catalog (e.g., veg, non-veg, bestseller).","analytics_insight.retail_funnel_v2.""pc_item_label""",analytics_insight.retail_funnel_v2
pc_item_available_quantity,Stock or quantity of the item as last published in the seller's product catalog.,"analytics_insight.retail_funnel_v2.""pc_item_available_quantity""",analytics_insight.retail_funnel_v2
item_last_on_search_type,Search event type during which this item was last seen as available on the network.,"analytics_insight.retail_funnel_v2.""item_last_on_search_type""",analytics_insight.retail_funnel_v2
item_last_transaction,Identifier or stage of the most recent transaction that involved this item.,"analytics_insight.retail_funnel_v2.""item_last_transaction""",analytics_insight.retail_funnel_v2
item_last_status_timestamp,Timestamp of the most recent availability status update published for this item.,"analytics_insight.retail_funnel_v2.""item_last_status_timestamp""",analytics_insight.retail_funnel_v2
item_last_status,"Most recent availability state of the item as seen on the network (e.g., in_stock, out_of_stock).","analytics_insight.retail_funnel_v2.""item_last_status""",analytics_insight.retail_funnel_v2
error_item_timing_flag,Flag indicating whether the error correlates with item-level availability or timing issues.,"analytics_insight.retail_funnel_v2.""error_item_timing_flag""",analytics_insight.retail_funnel_v2
error_menu_timing_flag,Flag indicating whether the error correlates with menu-level availability or operating-time issues.,"analytics_insight.retail_funnel_v2.""error_menu_timing_flag""",analytics_insight.retail_funnel_v2
buyer_attributed_inventory_error,"Binary flag (1/0) indicating an inventory error where the buyer's request (e.g., stale cart) is the root cause.","analytics_insight.retail_funnel_v2.""buyer_attributed_inventory_error""",analytics_insight.retail_funnel_v2
seller_attributed_inventory_error,Binary flag (1/0) indicating an inventory error where the seller's catalog or stock management is the root cause.,"analytics_insight.retail_funnel_v2.""seller_attributed_inventory_error""",analytics_insight.retail_funnel_v2
item_error_diff_mins,"Minutes elapsed between the item's last status update and the error, used to assess catalog staleness.","analytics_insight.retail_funnel_v2.""item_error_diff_mins""",analytics_insight.retail_funnel_v2
item_error_diff_hours,Hours elapsed between the item's last status update and the error.,"analytics_insight.retail_funnel_v2.""item_error_diff_hours""",analytics_insight.retail_funnel_v2
item_error_recency_flag,Categorical label classifying how recent the item's last status change was relative to the error.,"analytics_insight.retail_funnel_v2.""item_error_recency_flag""",analytics_insight.retail_funnel_v2
pc_delivery_gps,"GPS coordinates (latitude, longitude) of the buyer's delivery address as submitted in the order.","analytics_insight.retail_funnel_v2.""pc_delivery_gps""",analytics_insight.retail_funnel_v2
is_valid_gps,Binary flag (1/0) indicating whether the delivery GPS coordinates are parseable and within valid geographic ranges.,"analytics_insight.retail_funnel_v2.""is_valid_gps""",analytics_insight.retail_funnel_v2
is_valid_pincode,Binary flag (1/0) indicating whether the delivery pincode is a structurally valid Indian postal code.,"analytics_insight.retail_funnel_v2.""is_valid_pincode""",analytics_insight.retail_funnel_v2
is_within_india,Binary flag (1/0) indicating whether the delivery GPS coordinates fall within India's geographic boundary.,"analytics_insight.retail_funnel_v2.""is_within_india""",analytics_insight.retail_funnel_v2
serviceability_type_label,"Label describing the method used to assess delivery serviceability (e.g., pincode list, geofence polygon, radius).","analytics_insight.retail_funnel_v2.""serviceability_type_label""",analytics_insight.retail_funnel_v2
serviceability_verifiability,Indicates whether the seller's serviceability claim can be independently verified using available data.,"analytics_insight.retail_funnel_v2.""serviceability_verifiability""",analytics_insight.retail_funnel_v2
provider_location_serviceability_unit,"Granularity unit at which the seller's serviceability is defined for this location (e.g., pincode, polygon, circle).","analytics_insight.retail_funnel_v2.""provider_location_serviceability_unit""",analytics_insight.retail_funnel_v2
geojson_type,"GeoJSON geometry type used for the seller's serviceability boundary (e.g., Polygon, MultiPolygon).","analytics_insight.retail_funnel_v2.""geojson_type""",analytics_insight.retail_funnel_v2
geojson_status,"Quality status of the seller's GeoJSON serviceability data (e.g., valid, missing, malformed).","analytics_insight.retail_funnel_v2.""geojson_status""",analytics_insight.retail_funnel_v2
geo_json_shared,Binary flag (1/0) indicating whether the seller has published a GeoJSON boundary for their serviceability area.,"analytics_insight.retail_funnel_v2.""geo_json_shared""",analytics_insight.retail_funnel_v2
delivery_within_geofence,Binary flag (1/0) indicating whether the buyer's delivery GPS falls inside the seller's GeoJSON serviceability polygon.,"analytics_insight.retail_funnel_v2.""delivery_within_geofence""",analytics_insight.retail_funnel_v2
within_pincode_fence,Binary flag (1/0) indicating whether the buyer's delivery pincode is in the seller's serviceable pincode list.,"analytics_insight.retail_funnel_v2.""within_pincode_fence""",analytics_insight.retail_funnel_v2
buyer_attributed_serviceability_error,Binary flag (1/0) indicating a serviceability error caused by the buyer's address being outside any serviceable zone.,"analytics_insight.retail_funnel_v2.""buyer_attributed_serviceability_error""",analytics_insight.retail_funnel_v2
seller_attributed_serviceability_error,"Binary flag (1/0) indicating a serviceability error caused by incorrect, missing, or misconfigured seller serviceability data.","analytics_insight.retail_funnel_v2.""seller_attributed_serviceability_error""",analytics_insight.retail_funnel_v2
unknown_attributed_serviceability_error,Binary flag (1/0) indicating a serviceability error where attribution to buyer or seller cannot be determined.,"analytics_insight.retail_funnel_v2.""unknown_attributed_serviceability_error""",analytics_insight.retail_funnel_v2
buyer_attributed_logistics,"Binary flag (1/0) indicating a logistics failure attributable to the buyer (e.g., wrong address, recipient unavailable).","analytics_insight.retail_funnel_v2.""buyer_attributed_logistics""",analytics_insight.retail_funnel_v2
lsp_attributed_logistics,"Binary flag (1/0) indicating a logistics failure attributable to the Logistics Service Provider (e.g., delivery agent no-show).","analytics_insight.retail_funnel_v2.""lsp_attributed_logistics""",analytics_insight.retail_funnel_v2
seller_attributed_logistics,"Binary flag (1/0) indicating a logistics failure attributable to the seller (e.g., order not ready, packaging failure).","analytics_insight.retail_funnel_v2.""seller_attributed_logistics""",analytics_insight.retail_funnel_v2
buyer_others_attributed,"Binary flag (1/0) indicating a miscellaneous non-inventory, non-serviceability, non-logistics error attributable to the buyer.","analytics_insight.retail_funnel_v2.""buyer_others_attributed""",analytics_insight.retail_funnel_v2
seller_others_attributed,"Binary flag (1/0) indicating a miscellaneous non-inventory, non-serviceability, non-logistics error attributable to the seller.","analytics_insight.retail_funnel_v2.""seller_others_attributed""",analytics_insight.retail_funnel_v2
overall_buyer_attributed,Composite binary flag (1/0) indicating the buyer is responsible for at least one error across all error categories in this transaction.,"analytics_insight.retail_funnel_v2.""overall_buyer_attributed""",analytics_insight.retail_funnel_v2
overall_seller_attributed,Composite binary flag (1/0) indicating the seller is responsible for at least one error across all error categories in this transaction.,"analytics_insight.retail_funnel_v2.""overall_seller_attributed""",analytics_insight.retail_funnel_v2
overall_lsp_attributed,Composite binary flag (1/0) indicating the LSP is responsible for at least one error across all error categories in this transaction.,"analytics_insight.retail_funnel_v2.""overall_lsp_attributed""",analytics_insight.retail_funnel_v2
overall_unknown_attributed,Composite binary flag (1/0) indicating at least one error in this transaction could not be attributed to any identified party.,"analytics_insight.retail_funnel_v2.""overall_unknown_attributed""",analytics_insight.retail_funnel_v2
"▼ retail_funnel_v2_bv   (view, 107 cols)",,,analytics_insight.retail_funnel_v2_bv
bpp_id,Unique identifier of the Seller-side (BPP) Network Participant on the ONDC network.,"analytics_insight.retail_funnel_v2_bv.""bpp_id""",analytics_insight.retail_funnel_v2_bv
bap_id,Unique identifier of the Buyer-side (BAP) Network Participant on the ONDC network.,"analytics_insight.retail_funnel_v2_bv.""bap_id""",analytics_insight.retail_funnel_v2_bv
domain,"ONDC domain category of the transaction (e.g., retail grocery, food and beverage).","analytics_insight.retail_funnel_v2_bv.""domain""",analytics_insight.retail_funnel_v2_bv
transaction_id,Unique identifier for the end-to-end ONDC order transaction lifecycle.,"analytics_insight.retail_funnel_v2_bv.""transaction_id""",analytics_insight.retail_funnel_v2_bv
provider_id,Unique identifier of the specific seller/merchant within the BPP platform.,"analytics_insight.retail_funnel_v2_bv.""provider_id""",analytics_insight.retail_funnel_v2_bv
order_status,"Current lifecycle status of the order (e.g., delivered, cancelled, in-process).","analytics_insight.retail_funnel_v2_bv.""order_status""",analytics_insight.retail_funnel_v2_bv
cancellation_type,"Party responsible for the cancellation — buyer, seller, or logistics.","analytics_insight.retail_funnel_v2_bv.""cancellation_type""",analytics_insight.retail_funnel_v2_bv
seller_pincode,Indian postal code of the seller/merchant's location.,"analytics_insight.retail_funnel_v2_bv.""seller_pincode""",analytics_insight.retail_funnel_v2_bv
provider_name,Display name of the seller/merchant.,"analytics_insight.retail_funnel_v2_bv.""provider_name""",analytics_insight.retail_funnel_v2_bv
delivery_pincode,Indian postal code of the buyer's delivery address.,"analytics_insight.retail_funnel_v2_bv.""delivery_pincode""",analytics_insight.retail_funnel_v2_bv
is_error,Flag indicating whether the transaction encountered an ONDC protocol error.,"analytics_insight.retail_funnel_v2_bv.""is_error""",analytics_insight.retail_funnel_v2_bv
error_code,ONDC protocol error code returned during the transaction.,"analytics_insight.retail_funnel_v2_bv.""error_code""",analytics_insight.retail_funnel_v2_bv
txn_timestamp,Timestamp of the transaction event.,"analytics_insight.retail_funnel_v2_bv.""txn_timestamp""",analytics_insight.retail_funnel_v2_bv
first_seen_date,Calendar date on which the transaction was first recorded in the system.,"analytics_insight.retail_funnel_v2_bv.""first_seen_date""",analytics_insight.retail_funnel_v2_bv
hour_of_day,Hour of the day (0–23) when the transaction event occurred.,"analytics_insight.retail_funnel_v2_bv.""hour_of_day""",analytics_insight.retail_funnel_v2_bv
min_trans_type_sp,Numeric encoding of the earliest ONDC protocol step reached in the transaction flow.,"analytics_insight.retail_funnel_v2_bv.""min_trans_type_sp""",analytics_insight.retail_funnel_v2_bv
max_trans_type_sp,Numeric encoding of the furthest ONDC protocol step reached in the transaction flow.,"analytics_insight.retail_funnel_v2_bv.""max_trans_type_sp""",analytics_insight.retail_funnel_v2_bv
max_error_trans_type_sp,Numeric encoding of the protocol step at which the last error occurred in the transaction flow.,"analytics_insight.retail_funnel_v2_bv.""max_error_trans_type_sp""",analytics_insight.retail_funnel_v2_bv
end_trans_type,"The final ONDC protocol call type at which the transaction concluded (e.g., select, init, confirm).","analytics_insight.retail_funnel_v2_bv.""end_trans_type""",analytics_insight.retail_funnel_v2_bv
dropped_due_to_error,Flag (1/0) indicating whether the transaction was abandoned due to an error.,"analytics_insight.retail_funnel_v2_bv.""dropped_due_to_error""",analytics_insight.retail_funnel_v2_bv
qsr,Flag or label indicating whether the transaction involves a Quick Service Restaurant merchant.,"analytics_insight.retail_funnel_v2_bv.""qsr""",analytics_insight.retail_funnel_v2_bv
Seller NP,Display name of the Seller-side Network Participant (BPP).,"analytics_insight.retail_funnel_v2_bv.""Seller NP""",analytics_insight.retail_funnel_v2_bv
Buyer NP,Display name of the Buyer-side Network Participant (BAP).,"analytics_insight.retail_funnel_v2_bv.""Buyer NP""",analytics_insight.retail_funnel_v2_bv
Call Type,Indicates whether the transaction was between the same Network Participant (Intra NP) or different Network Participants (Inter NP).,"analytics_insight.retail_funnel_v2_bv.""Call Type""",analytics_insight.retail_funnel_v2_bv
error_message,Human-readable message describing the category of error encountered.,"analytics_insight.retail_funnel_v2_bv.""error_message""",analytics_insight.retail_funnel_v2_bv
error_category,Broader classification/category of the error type.,"analytics_insight.retail_funnel_v2_bv.""error_category""",analytics_insight.retail_funnel_v2_bv
provider_key,Composite surrogate key concatenating bpp_id and provider_id to uniquely identify a seller on a specific BPP.,"analytics_insight.retail_funnel_v2_bv.""provider_key""",analytics_insight.retail_funnel_v2_bv
Seller State,"Indian state where the seller is located, derived from seller pincode.","analytics_insight.retail_funnel_v2_bv.""Seller State""",analytics_insight.retail_funnel_v2_bv
Delivery State,"Indian state of the delivery destination, derived from delivery pincode.","analytics_insight.retail_funnel_v2_bv.""Delivery State""",analytics_insight.retail_funnel_v2_bv
Seller City,"District/city of the seller's location, derived from seller pincode.","analytics_insight.retail_funnel_v2_bv.""Seller City""",analytics_insight.retail_funnel_v2_bv
Delivery City,"District/city of the delivery destination, derived from delivery pincode.","analytics_insight.retail_funnel_v2_bv.""Delivery City""",analytics_insight.retail_funnel_v2_bv
Seller Tier,City-tier classification (Tier 1/2/3) of the seller's location.,"analytics_insight.retail_funnel_v2_bv.""Seller Tier""",analytics_insight.retail_funnel_v2_bv
Delivery Tier,City-tier classification (Tier 1/2/3) of the delivery destination.,"analytics_insight.retail_funnel_v2_bv.""Delivery Tier""",analytics_insight.retail_funnel_v2_bv
Seller Zone,Geographic zone of the seller's location.,"analytics_insight.retail_funnel_v2_bv.""Seller Zone""",analytics_insight.retail_funnel_v2_bv
Delivery Zone,Geographic zone of the delivery destination.,"analytics_insight.retail_funnel_v2_bv.""Delivery Zone""",analytics_insight.retail_funnel_v2_bv
