Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
Delivery Pincode,Indian postal code of the buyer's delivery address.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery Pincode""",analytics_insight.retail_b2c_ordernhm_bv,
cancellation_code,ONDC-defined code indicating the specific reason an order was cancelled.,"analytics_insight.retail_b2c_ordernhm_bv.""cancellation_code""",analytics_insight.retail_b2c_ordernhm_bv,
Created at,Timestamp when the order was created on the network.,"analytics_insight.retail_b2c_ordernhm_bv.""Created at""",analytics_insight.retail_b2c_ordernhm_bv,
Updated at,"Timestamp of the most recent status update to the order, typically reflecting the final state change.","analytics_insight.retail_b2c_ordernhm_bv.""Updated at""",analytics_insight.retail_b2c_ordernhm_bv,
Updated,Date portion of the last order status update timestamp.,"analytics_insight.retail_b2c_ordernhm_bv.""Updated""",analytics_insight.retail_b2c_ordernhm_bv,
Shipped at,Timestamp when the order was handed over to logistics and marked as shipped.,"analytics_insight.retail_b2c_ordernhm_bv.""Shipped at""",analytics_insight.retail_b2c_ordernhm_bv,
Ready to Ship,Timestamp when the seller marked the order as packed and ready for pickup by the LSP.,"analytics_insight.retail_b2c_ordernhm_bv.""Ready to Ship""",analytics_insight.retail_b2c_ordernhm_bv,
Promised time,Promised delivery deadline (TAT commitment) agreed at order creation.,"analytics_insight.retail_b2c_ordernhm_bv.""Promised time""",analytics_insight.retail_b2c_ordernhm_bv,
domain,"ONDC network domain under which the order was placed (e.g., retail, F&B).","analytics_insight.retail_b2c_ordernhm_bv.""domain""",analytics_insight.retail_b2c_ordernhm_bv,
on-time-del,"Binary float flag (1.0 = on time, 0.0 = late) indicating whether the order was delivered within the promised TAT.","analytics_insight.retail_b2c_ordernhm_bv.""on-time-del""",analytics_insight.retail_b2c_ordernhm_bv,
tat_dif,Signed difference between actual delivery time and the promised TAT; positive values indicate a late delivery.,"analytics_insight.retail_b2c_ordernhm_bv.""tat_dif""",analytics_insight.retail_b2c_ordernhm_bv,
tat_diff_days,TAT breach or buffer expressed in fractional days.,"analytics_insight.retail_b2c_ordernhm_bv.""tat_diff_days""",analytics_insight.retail_b2c_ordernhm_bv,
day_diff,Number of calendar days elapsed between order creation date and delivery date.,"analytics_insight.retail_b2c_ordernhm_bv.""day_diff""",analytics_insight.retail_b2c_ordernhm_bv,
min_diff,"Number of minutes elapsed between order creation and delivery, used primarily for F&B TAT analysis.","analytics_insight.retail_b2c_ordernhm_bv.""min_diff""",analytics_insight.retail_b2c_ordernhm_bv,
tat_time,"Promised TAT duration for the order (typically in hours), as committed at order creation.","analytics_insight.retail_b2c_ordernhm_bv.""tat_time""",analytics_insight.retail_b2c_ordernhm_bv,
Category,"Primary product category of the order (e.g., F&B, Electronics, Fashion).","analytics_insight.retail_b2c_ordernhm_bv.""Category""",analytics_insight.retail_b2c_ordernhm_bv,
Consolidated_category,Broader grouped category used for cross-domain reporting and benchmarking.,"analytics_insight.retail_b2c_ordernhm_bv.""Consolidated_category""",analytics_insight.retail_b2c_ordernhm_bv,
ONDC order_status,"Current lifecycle status of the order on the ONDC network (e.g., Delivered, Cancelled, In Process, Part Delivered).","analytics_insight.retail_b2c_ordernhm_bv.""ONDC order_status""",analytics_insight.retail_b2c_ordernhm_bv,
no_key,"Row-level count key, always 1 per order row, used as the base unit for summing order counts in aggregations.","analytics_insight.retail_b2c_ordernhm_bv.""no_key""",analytics_insight.retail_b2c_ordernhm_bv,
Confirmed,Count indicator (equals no_key = 1) representing that the order was confirmed; every row in this view is a confirmed order.,"analytics_insight.retail_b2c_ordernhm_bv.""Confirmed""",analytics_insight.retail_b2c_ordernhm_bv,
Delivered,"Count indicator (1 if status = Delivered, else 0) for summing delivered order counts.","analytics_insight.retail_b2c_ordernhm_bv.""Delivered""",analytics_insight.retail_b2c_ordernhm_bv,
Cancelled,"Count indicator (1 if status = Cancelled, else 0) for summing cancelled order counts.","analytics_insight.retail_b2c_ordernhm_bv.""Cancelled""",analytics_insight.retail_b2c_ordernhm_bv,
In Process,"Count indicator (1 if status = In Process, else 0) for summing orders currently being processed.","analytics_insight.retail_b2c_ordernhm_bv.""In Process""",analytics_insight.retail_b2c_ordernhm_bv,
Part Delivered,"Count indicator (1 if status = Part Delivered, else 0) for summing partially delivered order counts.","analytics_insight.retail_b2c_ordernhm_bv.""Part Delivered""",analytics_insight.retail_b2c_ordernhm_bv,
SNP,"Short code or abbreviated identifier for the Seller Network Participant, defaulting to 'Others' if not mapped.","analytics_insight.retail_b2c_ordernhm_bv.""SNP""",analytics_insight.retail_b2c_ordernhm_bv,
BNP,"Short code or abbreviated identifier for the Buyer Network Participant, defaulting to 'Others' if not mapped.","analytics_insight.retail_b2c_ordernhm_bv.""BNP""",analytics_insight.retail_b2c_ordernhm_bv,
Cancellation code cal,"Binary flag (1 if a cancellation code is present, else 0) indicating the order has a recorded cancellation reason.","analytics_insight.retail_b2c_ordernhm_bv.""Cancellation code cal""",analytics_insight.retail_b2c_ordernhm_bv,
Delivered with TAT,"Count indicator for delivered orders that met the promised TAT (tat_dif = 0, i.e., on time or early).","analytics_insight.retail_b2c_ordernhm_bv.""Delivered with TAT""",analytics_insight.retail_b2c_ordernhm_bv,
Delivered beyond TAT,"Count indicator for delivered orders that exceeded the promised TAT (tat_dif > 0, i.e., late).","analytics_insight.retail_b2c_ordernhm_bv.""Delivered beyond TAT""",analytics_insight.retail_b2c_ordernhm_bv,
DBO,Count indicator for delivered orders where the actual delivery timestamp was at or before the promised time (Delivered Before or On-time).,"analytics_insight.retail_b2c_ordernhm_bv.""DBO""",analytics_insight.retail_b2c_ordernhm_bv,
Delivered beyond P.TAT,Count indicator for delivered orders (from 1 Nov 2023 onward) where the delivery date was strictly after the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivered beyond P.TAT""",analytics_insight.retail_b2c_ordernhm_bv,
Delivered within P.TAT,Count indicator for delivered orders (from 1 Nov 2023 onward) where the delivery date was on or before the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivered within P.TAT""",analytics_insight.retail_b2c_ordernhm_bv,
Breach (mins),"Signed time difference in minutes between actual resolution time and the promised TAT; positive = late, negative = early; uses current time for In Process orders.","analytics_insight.retail_b2c_ordernhm_bv.""Breach (mins)""",analytics_insight.retail_b2c_ordernhm_bv,
Breach (hrs),Same TAT breach measurement as 'Breach (mins)' expressed in hours.,"analytics_insight.retail_b2c_ordernhm_bv.""Breach (hrs)""",analytics_insight.retail_b2c_ordernhm_bv,
Breach (days),Same TAT breach measurement as 'Breach (mins)' expressed in days.,"analytics_insight.retail_b2c_ordernhm_bv.""Breach (days)""",analytics_insight.retail_b2c_ordernhm_bv,
Same Day,Count indicator for delivered orders that were delivered on the same calendar day they were placed (day_diff = 0).,"analytics_insight.retail_b2c_ordernhm_bv.""Same Day""",analytics_insight.retail_b2c_ordernhm_bv,
Next Day,Count indicator for delivered orders delivered exactly one calendar day after placement (day_diff = 1).,"analytics_insight.retail_b2c_ordernhm_bv.""Next Day""",analytics_insight.retail_b2c_ordernhm_bv,
Day + 2,Count indicator for delivered orders delivered exactly two calendar days after placement (day_diff = 2).,"analytics_insight.retail_b2c_ordernhm_bv.""Day + 2""",analytics_insight.retail_b2c_ordernhm_bv,
More than 2 Days,Count indicator for delivered orders that took more than two calendar days from placement to delivery.,"analytics_insight.retail_b2c_ordernhm_bv.""More than 2 Days""",analytics_insight.retail_b2c_ordernhm_bv,
On time deliveries,on-time-del value coalesced to 0; used as a summable numeric indicator of on-time deliveries in aggregations.,"analytics_insight.retail_b2c_ordernhm_bv.""On time deliveries""",analytics_insight.retail_b2c_ordernhm_bv,
F&B mins diff,Actual end-to-end delivery duration in minutes (creation to delivery) for F&B category delivered orders.,"analytics_insight.retail_b2c_ordernhm_bv.""F&B mins diff""",analytics_insight.retail_b2c_ordernhm_bv,
Within 15 mins,Count indicator for F&B delivered orders completed within 15 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""Within 15 mins""",analytics_insight.retail_b2c_ordernhm_bv,
15 - 30 mins,Count indicator for F&B delivered orders completed between 15 and 30 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""15 - 30 mins""",analytics_insight.retail_b2c_ordernhm_bv,
30 - 45 mins,Count indicator for F&B delivered orders completed between 30 and 45 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""30 - 45 mins""",analytics_insight.retail_b2c_ordernhm_bv,
45 - 60 mins,Count indicator for F&B delivered orders completed between 45 and 60 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""45 - 60 mins""",analytics_insight.retail_b2c_ordernhm_bv,
60 - 120 mins,Count indicator for F&B delivered orders completed between 60 and 120 minutes of placement.,"analytics_insight.retail_b2c_ordernhm_bv.""60 - 120 mins""",analytics_insight.retail_b2c_ordernhm_bv,
Above 120 mins,Count indicator for F&B delivered orders taking more than 120 minutes from placement to delivery.,"analytics_insight.retail_b2c_ordernhm_bv.""Above 120 mins""",analytics_insight.retail_b2c_ordernhm_bv,
TAT < 5 mins,Count indicator for F&B delivered orders with a promised TAT of under 5 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT < 5 mins""",analytics_insight.retail_b2c_ordernhm_bv,
TAT 5-15 mins,Count indicator for F&B delivered orders with a promised TAT between 5 and 15 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 5-15 mins""",analytics_insight.retail_b2c_ordernhm_bv,
TAT 15-30 mins,Count indicator for F&B delivered orders with a promised TAT between 15 and 30 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 15-30 mins""",analytics_insight.retail_b2c_ordernhm_bv,
TAT 30-60 mins,Count indicator for F&B delivered orders with a promised TAT between 30 and 60 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 30-60 mins""",analytics_insight.retail_b2c_ordernhm_bv,
TAT > 60 mins,Count indicator for F&B delivered orders with a promised TAT exceeding 60 minutes.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT > 60 mins""",analytics_insight.retail_b2c_ordernhm_bv,
TAT 0-6 hrs,Count indicator for non-F&B delivered orders with a promised TAT between 0 and 6 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 0-6 hrs""",analytics_insight.retail_b2c_ordernhm_bv,
TAT 6-12 hrs,Count indicator for non-F&B delivered orders with a promised TAT between 6 and 12 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 6-12 hrs""",analytics_insight.retail_b2c_ordernhm_bv,
TAT 12-24 hrs,Count indicator for non-F&B delivered orders with a promised TAT between 12 and 24 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 12-24 hrs""",analytics_insight.retail_b2c_ordernhm_bv,
TAT 24-48 hrs,Count indicator for non-F&B delivered orders with a promised TAT between 24 and 48 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT 24-48 hrs""",analytics_insight.retail_b2c_ordernhm_bv,
TAT >48 hrs,Count indicator for non-F&B delivered orders with a promised TAT exceeding 48 hours.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT >48 hrs""",analytics_insight.retail_b2c_ordernhm_bv,
TAT+1,Count indicator for delivered orders that arrived exactly 1 day beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT+1""",analytics_insight.retail_b2c_ordernhm_bv,
TAT + 2,Count indicator for delivered orders that arrived exactly 2 days beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT + 2""",analytics_insight.retail_b2c_ordernhm_bv,
TAT + 3,Count indicator for delivered orders that arrived exactly 3 days beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT + 3""",analytics_insight.retail_b2c_ordernhm_bv,
TAT + 4,Count indicator for delivered orders that arrived exactly 4 days beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT + 4""",analytics_insight.retail_b2c_ordernhm_bv,
TAT > 4,Count indicator for delivered orders that arrived more than 4 days beyond the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT > 4""",analytics_insight.retail_b2c_ordernhm_bv,
TAT (Same day),Count indicator for delivered orders delivered on the same calendar day as the promised TAT date.,"analytics_insight.retail_b2c_ordernhm_bv.""TAT (Same day)""",analytics_insight.retail_b2c_ordernhm_bv,
Non F&B days diff,"Fractional days from order creation to delivery for non-F&B delivered orders, used for TAT bucketing.","analytics_insight.retail_b2c_ordernhm_bv.""Non F&B days diff""",analytics_insight.retail_b2c_ordernhm_bv,
Shipped mark,Binary flag (1/0) indicating whether the order has been marked as shipped by the seller or LSP.,"analytics_insight.retail_b2c_ordernhm_bv.""Shipped mark""",analytics_insight.retail_b2c_ordernhm_bv,
Seller State,Indian state in which the seller's pickup location is situated.,"analytics_insight.retail_b2c_ordernhm_bv.""Seller State""",analytics_insight.retail_b2c_ordernhm_bv,
Delivery State,Indian state of the buyer's delivery address.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery State""",analytics_insight.retail_b2c_ordernhm_bv,
Seller City,City where the seller's pickup or store location is situated.,"analytics_insight.retail_b2c_ordernhm_bv.""Seller City""",analytics_insight.retail_b2c_ordernhm_bv,
Delivery City,City of the buyer's delivery address.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery City""",analytics_insight.retail_b2c_ordernhm_bv,
Seller Tier,"Tier classification of the seller's city (e.g., Tier 1, Tier 2, Tier 3) based on population or commerce ranking.","analytics_insight.retail_b2c_ordernhm_bv.""Seller Tier""",analytics_insight.retail_b2c_ordernhm_bv,
Delivery Tier,Tier classification of the delivery destination city.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery Tier""",analytics_insight.retail_b2c_ordernhm_bv,
Seller Zone,"Broad geographic zone (e.g., North, South, East, West) of the seller's location.","analytics_insight.retail_b2c_ordernhm_bv.""Seller Zone""",analytics_insight.retail_b2c_ordernhm_bv,
Delivery Zone,Broad geographic zone of the buyer's delivery address.,"analytics_insight.retail_b2c_ordernhm_bv.""Delivery Zone""",analytics_insight.retail_b2c_ordernhm_bv,
Delivery Type,"Classification of the delivery route (e.g., intra-city, inter-city, inter-state) based on seller and delivery locations.","analytics_insight.retail_b2c_ordernhm_bv.""Delivery Type""",analytics_insight.retail_b2c_ordernhm_bv,
Order type,"Classification of the order's commerce type (e.g., B2C, social commerce).","analytics_insight.retail_b2c_ordernhm_bv.""Order type""",analytics_insight.retail_b2c_ordernhm_bv,
Breach,"Binary flag (1 = TAT breached, 0 = within TAT) indicating whether the order violated its promised delivery deadline.","analytics_insight.retail_b2c_ordernhm_bv.""Breach""",analytics_insight.retail_b2c_ordernhm_bv,
Inprocessnew(tat),Count of In Process orders (under a revised definition) that have already exceeded their promised TAT as of the current time.,"analytics_insight.retail_b2c_ordernhm_bv.""Inprocessnew(tat)""",analytics_insight.retail_b2c_ordernhm_bv,
inprocess(tat),Count of In Process orders (original definition) that have already exceeded their promised TAT as of the current time.,"analytics_insight.retail_b2c_ordernhm_bv.""inprocess(tat)""",analytics_insight.retail_b2c_ordernhm_bv,
Buyer cancelled(tat),Count of buyer-cancelled orders where the TAT had already been breached at the time of cancellation.,"analytics_insight.retail_b2c_ordernhm_bv.""Buyer cancelled(tat)""",analytics_insight.retail_b2c_ordernhm_bv,
Logistics cancelled(tat),Count of logistics-cancelled orders where the TAT had already been breached at the time of cancellation.,"analytics_insight.retail_b2c_ordernhm_bv.""Logistics cancelled(tat)""",analytics_insight.retail_b2c_ordernhm_bv,
attributed_to,"Party attributed responsibility for the cancellation (e.g., buyer, seller, logistics provider).","analytics_insight.retail_b2c_ordernhm_bv.""attributed_to""",analytics_insight.retail_b2c_ordernhm_bv,
reason_for_cancellation,Free-text or coded reason describing why the order was cancelled.,"analytics_insight.retail_b2c_ordernhm_bv.""reason_for_cancellation""",analytics_insight.retail_b2c_ordernhm_bv,
is_triggers_rto,Flag indicating whether this order triggered a Return To Origin (RTO) shipment back to the seller.,"analytics_insight.retail_b2c_ordernhm_bv.""is_triggers_rto""",analytics_insight.retail_b2c_ordernhm_bv,
cancelled_by,"Entity that initiated the cancellation action — buyer, seller, or logistics service provider.","analytics_insight.retail_b2c_ordernhm_bv.""cancelled_by""",analytics_insight.retail_b2c_ordernhm_bv,
whether_applicable_for_part_cancel,Flag indicating whether the order is eligible for partial cancellation under ONDC policy.,"analytics_insight.retail_b2c_ordernhm_bv.""whether_applicable_for_part_cancel""",analytics_insight.retail_b2c_ordernhm_bv,
sorting,Auxiliary field used to control display sort order in dashboards or reports.,"analytics_insight.retail_b2c_ordernhm_bv.""sorting""",analytics_insight.retail_b2c_ordernhm_bv,
Buyer Cancel,"Count indicator (1 if cancelled by buyer, else 0) for summing buyer-initiated cancellations.","analytics_insight.retail_b2c_ordernhm_bv.""Buyer Cancel""",analytics_insight.retail_b2c_ordernhm_bv,
Seller Cancel,"Count indicator (1 if cancelled by seller, else 0) for summing seller-initiated cancellations.","analytics_insight.retail_b2c_ordernhm_bv.""Seller Cancel""",analytics_insight.retail_b2c_ordernhm_bv,
Logistics Cancel,"Count indicator (1 if cancelled by the logistics provider, else 0) for summing LSP-initiated cancellations.","analytics_insight.retail_b2c_ordernhm_bv.""Logistics Cancel""",analytics_insight.retail_b2c_ordernhm_bv,
Cancelled att,"Attribution label for the cancellation, indicating which party (buyer, seller, logistics) is held responsible.","analytics_insight.retail_b2c_ordernhm_bv.""Cancelled att""",analytics_insight.retail_b2c_ordernhm_bv,
In Process (Dt),Count indicator for orders that were in the In Process state on the record date.,"analytics_insight.retail_b2c_ordernhm_bv.""In Process (Dt)""",analytics_insight.retail_b2c_ordernhm_bv,
delivered(tat),Count indicator for delivered orders that were fulfilled within the promised TAT.,"analytics_insight.retail_b2c_ordernhm_bv.""delivered(tat)""",analytics_insight.retail_b2c_ordernhm_bv,
Social Cred Orders,Count indicator for orders placed via social commerce or social credibility channels on the ONDC network.,"analytics_insight.retail_b2c_ordernhm_bv.""Social Cred Orders""",analytics_insight.retail_b2c_ordernhm_bv,
network_transaction_id,"Unique transaction identifier at the ONDC network level, linking all messages in an order lifecycle.","analytics_insight.retail_b2c_ordernhm_bv.""network_transaction_id""",analytics_insight.retail_b2c_ordernhm_bv,
f_agent_assigned_at,Timestamp when a delivery agent was assigned to the order by the logistics service provider.,"analytics_insight.retail_b2c_ordernhm_bv.""f_agent_assigned_at""",analytics_insight.retail_b2c_ordernhm_bv,
f_rto_initiated_at,Timestamp when the Return To Origin process was formally initiated for an undeliverable or rejected order.,"analytics_insight.retail_b2c_ordernhm_bv.""f_rto_initiated_at""",analytics_insight.retail_b2c_ordernhm_bv,
f_rto_delivered_at,Timestamp when the returned shipment was successfully delivered back to the seller under RTO.,"analytics_insight.retail_b2c_ordernhm_bv.""f_rto_delivered_at""",analytics_insight.retail_b2c_ordernhm_bv,
f_rto_requested_at,"Timestamp when an RTO was first requested, typically by the buyer or LSP before formal initiation.","analytics_insight.retail_b2c_ordernhm_bv.""f_rto_requested_at""",analytics_insight.retail_b2c_ordernhm_bv,
"▼ retail_error_bv   (view, 28 cols)",,,analytics_insight.retail_error_bv,"SELECT pe.""Created At"",
    pe.""Domain"",
    pe.""Order Level"",
    pe.""Action"",
    pe.""Base_action"",
    pe.""Bap ID"",
    bnp.buyer_np_name AS ""Buyer NP"",
    pe.""Bpp ID"",
    snp.seller_np_name AS ""Seller NP"",
        CASE
            WHEN pe.""Bpp ID"" IS NOT NULL AND TRIM(BOTH FROM pe.""Bpp ID""::text) <> ''::text THEN 'DETAILED ANALYSIS OF SELLER NP - '::text || pe.""Bpp ID""::text
            ELSE 'DETAILED ANALYSIS OF SELLER NP - OVERALL'::text
        END AS ""BPP Title"",
        CASE
            WHEN pe.""Bap ID"" IS NOT NULL AND TRIM(BOTH FROM pe.""Bap ID""::text) <> ''::text THEN 'DETAILED ANALYSIS OF BUYER NP - '::text || pe.""Bap ID""::text
            ELSE 'DETAILED ANALYSIS OF BUYER NP - OVERALL'::text
        END AS ""BAP Title"",
        CASE
            WHEN pe.""Bpp ID"" IS NOT NULL AND TRIM(BOTH FROM pe.""Bpp ID""::text) <> ''::text THEN pe.""Bpp ID""::text || '(Seller NP)'::text
            ELSE 'Overall(Seller NP)'::text
        END AS ""BPP Subtitle"",
        CASE
            WHEN pe.""Bap ID"" IS NOT NULL AND TRIM(BOTH FROM pe.""Bap ID""::text) <> ''::text THEN pe.""Bap ID""::text || '(Buyer NP)'::text
            ELSE 'Overall(Buyer NP)'::text
        END AS ""BAP Subtitle"",
        CASE
            WHEN pe.""Created At"" IS NOT NULL THEN 'Attempt to Confirm on '::text || to_char(pe.""Created At""::date::timestamp with time zone, 'DD Mon''YY'::text)
            ELSE NULL::text
        END AS ""Title for KPI"",
    pe.""Provider ID"",
    pe.""Error Code"",
    ecc.message AS ""Message"",
    ecc.error_description AS ""Error Description"",
    pe.""Count"",
    pe.""Mcount"",
        CASE
            WHEN pe.""Action""::text = 'on_select'::text THEN COALESCE(pe.""Count"", 0::bigint)
            ELSE 0::bigint
        END AS on_select,
        CASE
            WHEN pe.""Action""::text = 'on_init'::text THEN COALESCE(pe.""Count"", 0::bigint)
            ELSE 0::bigint
        END AS on_init,
        CASE
            WHEN pe.""Action""::text = 'on_confirm'::text THEN COALESCE(pe.""Count"", 0::bigint)
            ELSE 0::bigint
        END AS on_confirm,
        CASE
            WHEN pe.""Action""::text = 'on_status'::text THEN COALESCE(pe.""Count"", 0::bigint)
            ELSE 0::bigint
        END AS on_status,
        CASE
            WHEN pe.""Action""::text = 'on_cancel'::text THEN COALESCE(pe.""Count"", 0::bigint)
            ELSE 0::bigint
        END AS on_cancel,
        CASE
            WHEN pe.""Action""::text = 'confirm'::text THEN COALESCE(pe.""Count"", 0::bigint)
            ELSE 0::bigint
        END AS confirm,
        CASE
            WHEN pe.""Action""::text = 'init'::text THEN COALESCE(pe.""Count"", 0::bigint)
            ELSE 0::bigint
        END AS init,
    COALESCE(pe.""Count"", 0::bigint) AS ""Total Errors""
   FROM analytics_insight.retail_processed_error pe
     LEFT JOIN dimension.dim_retail_buyer_np bnp ON bnp.buyer_np::text = pe.""Bap ID""::text
     LEFT JOIN dimension.dim_retail_seller_np snp ON snp.seller_np::text = pe.""Bpp ID""::text
     LEFT JOIN dimension.dim_error_code_category ecc ON ecc.error_code::text = pe.""Error Code""::text;"
Created At,Timestamp when the error event was recorded in the ONDC network.,"analytics_insight.retail_error_bv.""Created At""",analytics_insight.retail_error_bv,
Domain,"ONDC domain category under which the transaction occurred (e.g., retail, grocery, mobility).","analytics_insight.retail_error_bv.""Domain""",analytics_insight.retail_error_bv,
Order Level,"Granularity level within the order at which the error occurred (e.g., item, fulfillment, order).","analytics_insight.retail_error_bv.""Order Level""",analytics_insight.retail_error_bv,
Action,"ONDC API callback or request action that returned the error (e.g., on_select, on_confirm, init).","analytics_insight.retail_error_bv.""Action""",analytics_insight.retail_error_bv,
Base_action,Parent or originating action that triggered the corresponding callback action carrying the error.,"analytics_insight.retail_error_bv.""Base_action""",analytics_insight.retail_error_bv,
Bap ID,Unique network identifier of the Buyer Application Platform (buyer-side network participant) involved in the transaction.,"analytics_insight.retail_error_bv.""Bap ID""",analytics_insight.retail_error_bv,
Buyer NP,Human-readable name of the buyer network participant resolved from the BAP ID dimension table.,"analytics_insight.retail_error_bv.""Buyer NP""",analytics_insight.retail_error_bv,
Bpp ID,Unique network identifier of the Buyer-side Provider Platform (seller-side network participant) involved in the transaction.,"analytics_insight.retail_error_bv.""Bpp ID""",analytics_insight.retail_error_bv,
Seller NP,Human-readable name of the seller network participant resolved from the BPP ID dimension table.,"analytics_insight.retail_error_bv.""Seller NP""",analytics_insight.retail_error_bv,
BPP Title,"Dashboard display heading for seller NP drill-down analysis, showing BPP ID or 'OVERALL' when no specific seller NP is filtered.","analytics_insight.retail_error_bv.""BPP Title""",analytics_insight.retail_error_bv,
BAP Title,"Dashboard display heading for buyer NP drill-down analysis, showing BAP ID or 'OVERALL' when no specific buyer NP is filtered.","analytics_insight.retail_error_bv.""BAP Title""",analytics_insight.retail_error_bv,
BPP Subtitle,"Short display label combining BPP ID with a '(Seller NP)' suffix for chart subtitles, or 'Overall(Seller NP)' in aggregate views.","analytics_insight.retail_error_bv.""BPP Subtitle""",analytics_insight.retail_error_bv,
BAP Subtitle,"Short display label combining BAP ID with a '(Buyer NP)' suffix for chart subtitles, or 'Overall(Buyer NP)' in aggregate views.","analytics_insight.retail_error_bv.""BAP Subtitle""",analytics_insight.retail_error_bv,
Title for KPI,KPI card heading indicating the confirmation attempt date formatted as 'Attempt to Confirm on DD Mon YY'.,"analytics_insight.retail_error_bv.""Title for KPI""",analytics_insight.retail_error_bv,
Provider ID,Unique identifier of the individual seller or provider catalog entity on the seller network participant's platform.,"analytics_insight.retail_error_bv.""Provider ID""",analytics_insight.retail_error_bv,
Error Code,Standardised ONDC error code returned in the API response identifying the category of failure.,"analytics_insight.retail_error_bv.""Error Code""",analytics_insight.retail_error_bv,
Message,Short human-readable error message mapped from the error code via the error code category dimension.,"analytics_insight.retail_error_bv.""Message""",analytics_insight.retail_error_bv,
Error Description,Detailed explanation of the error code's business meaning sourced from the error code category dimension.,"analytics_insight.retail_error_bv.""Error Description""",analytics_insight.retail_error_bv,
Count,Raw count of error occurrences for this action–error code–participant combination in the given time period.,"analytics_insight.retail_error_bv.""Count""",analytics_insight.retail_error_bv,
Mcount,"Secondary error count, typically representing a deduplicated or merchant-scoped variant of the raw error count for cross-validation.","analytics_insight.retail_error_bv.""Mcount""",analytics_insight.retail_error_bv,
on_select,Error count attributable to on_select callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_select""",analytics_insight.retail_error_bv,
on_init,Error count attributable to on_init callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_init""",analytics_insight.retail_error_bv,
on_confirm,Error count attributable to on_confirm callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_confirm""",analytics_insight.retail_error_bv,
on_status,Error count attributable to on_status callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_status""",analytics_insight.retail_error_bv,
on_cancel,Error count attributable to on_cancel callbacks; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""on_cancel""",analytics_insight.retail_error_bv,
confirm,Error count attributable to confirm request actions; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""confirm""",analytics_insight.retail_error_bv,
init,Error count attributable to init request actions; zero when the row's action is any other type.,"analytics_insight.retail_error_bv.""init""",analytics_insight.retail_error_bv,
Total Errors,"Total error count for the row, equivalent to Count but null-safe (defaults to zero when Count is null).","analytics_insight.retail_error_bv.""Total Errors""",analytics_insight.retail_error_bv,
